SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE,POC_TESTS,RTPCR_TESTS,VACCINE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99995.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
99993.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
99992.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
99991.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,0.0
99989.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,0.0,0.0,0.0
99985.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,0.0,0.0,0.0
99983.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,12.0,0.0,0.0,0.0
99977.0,6.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,17.0,0.0,0.0,0.0
99977.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,15.0,0.0,0.0,0.0
99974.0,6.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,26.0,16.0,0.0,0.0,0.0
99970.0,5.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,12.0,30.0,18.0,0.0,0.0,0.0
99965.0,5.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,20.0,0.0,0.0,0.0
99960.0,5.0,12.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,15.0,40.0,25.0,0.0,0.0,0.0
99949.0,7.0,17.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,19.0,51.0,32.0,0.0,0.0,0.0
99947.0,6.0,15.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,21.0,53.0,32.0,0.0,0.0,0.0
99936.0,10.0,17.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,21.0,64.0,43.0,0.0,0.0,0.0
99921.0,13.0,27.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,24.0,79.0,55.0,0.0,0.0,0.0
99909.0,16.0,31.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,27.0,91.0,64.0,0.0,0.0,0.0
99894.0,17.0,35.0,2.0,15.0,3.0,0.0,0.0,0.0,0.0,34.0,106.0,72.0,0.0,0.0,0.0
99867.0,28.0,37.0,2.0,23.0,5.0,0.0,0.0,0.0,0.0,38.0,133.0,95.0,0.0,0.0,0.0
99855.0,31.0,36.0,2.0,28.0,5.0,0.0,0.0,0.0,0.0,43.0,145.0,102.0,0.0,0.0,0.0
99819.0,43.0,54.0,5.0,19.0,2.0,0.0,0.0,0.0,0.0,58.0,181.0,123.0,0.0,0.0,0.0
99788.0,51.0,59.0,6.0,29.0,3.0,0.0,0.0,0.0,0.0,64.0,212.0,148.0,0.0,0.0,0.0
99737.0,59.0,77.0,12.0,33.0,5.0,0.0,0.0,0.0,0.0,77.0,263.0,186.0,0.0,0.0,0.0
99687.0,67.0,90.0,19.0,43.0,5.0,1.0,0.0,0.0,0.0,88.0,313.0,225.0,0.0,0.0,0.0
99624.0,80.0,106.0,27.0,57.0,4.0,1.0,0.0,0.0,0.0,101.0,376.0,275.0,0.0,0.0,0.0
99548.0,92.0,128.0,32.0,64.0,10.0,0.0,0.0,0.0,0.0,126.0,452.0,326.0,0.0,0.0,0.0
99477.0,106.0,141.0,31.0,74.0,16.0,0.0,0.0,0.0,0.0,155.0,523.0,368.0,0.0,0.0,0.0
99376.0,126.0,171.0,37.0,88.0,20.0,0.0,0.0,0.0,0.0,182.0,624.0,442.0,0.0,0.0,0.0
99234.0,152.0,222.0,46.0,102.0,26.0,0.0,0.0,0.0,0.0,218.0,766.0,548.0,0.0,0.0,0.0
99078.0,185.0,280.0,54.0,118.0,35.0,0.0,0.0,0.0,0.0,250.0,922.0,672.0,0.0,0.0,0.0
98891.0,225.0,344.0,63.0,140.0,40.0,0.0,0.0,0.0,0.0,297.0,1109.0,812.0,0.0,0.0,0.0
98673.0,268.0,397.0,76.0,179.0,39.0,4.0,0.0,0.0,0.0,364.0,1327.0,963.0,0.0,0.0,0.0
98454.0,324.0,432.0,88.0,217.0,51.0,3.0,0.0,0.0,0.0,431.0,1546.0,1115.0,0.0,0.0,0.0
98123.0,394.0,511.0,104.0,303.0,62.0,2.0,0.0,0.0,0.0,501.0,1877.0,1376.0,0.0,0.0,0.0
97707.0,473.0,640.0,135.0,346.0,70.0,3.0,0.0,1.0,0.0,625.0,2293.0,1667.0,0.0,0.0,0.0
97248.0,565.0,784.0,165.0,402.0,84.0,2.0,0.0,2.0,0.0,748.0,2752.0,2002.0,0.0,0.0,0.0
96749.0,666.0,961.0,169.0,428.0,103.0,4.0,0.0,2.0,0.0,918.0,3251.0,2331.0,0.0,0.0,0.0
